time,floor,name,user_url,img,level,content,reply,ip
2024-12-21 15:44:13,1,well😘,https://tieba.baidu.com/home/main?un=jingwei081077,https://himg.bdimg.com/sys/portrait/item/tb.1.f9587d4f.zholDzm4rGqq_t8n6OdliA?t=1534387286,,"我很努力，这是我在抗抑途中最突出的表现。
从第一次发病到现在已经差不多十六年光景，我已经从一个懵懂无知的少年成长为一位还差强人意的中年姑娘，在别人看来，我现在所拥有的很不错了，但只有我自己知道我带着病痛为之付出的代价。
带着各种病痛前行，是我最值得夸赞自己的方面，也希望我的倾诉可以帮助和影响到每位身体不好，还要遭遇抑郁焦虑的病友们。接下来我会写一些自己生病（包括抗抑和其他慢性病）的经历体会，我在倾诉，也在疗愈，我在帮自己，也在帮别人。
接下来有空我会经常写点什么，写的不好大家见谅。",0,
2024-12-21 15:54:06,2,敖默加💍,https://tieba.baidu.com/home/main?un=paolo825,https://himg.bdimg.com/sys/portrait/item/tb.1.ddcd700e.3sPUtO69-HZTxQJZYM7bNQ?t=1764006286,,好的,0,
2024-12-21 16:04:18,3,well😘,https://tieba.baidu.com/home/main?un=jingwei081077,https://himg.bdimg.com/sys/portrait/item/tb.1.f9587d4f.zholDzm4rGqq_t8n6OdliA?t=1534387286,,"最近我得了一种新病～颈椎病～，原本不错的状态瞬间被打破，好心情就是这么容易被摧残，此刻我坐在候诊室外面，像等着判刑一样，如坐针毡，内心挣扎，似乎想把病魔从我身上撕扯掉。
内心抗拒感很强，这源于我体弱多病，经常受病痛的一种应激反应。",7,
2024-12-21 18:00:50,4,well😘,https://tieba.baidu.com/home/main?un=jingwei081077,https://himg.bdimg.com/sys/portrait/item/tb.1.f9587d4f.zholDzm4rGqq_t8n6OdliA?t=1534387286,,对于我这种焦虑人士，生病倒不会把我怎样，被病吓得胆战心惊倒是会诱发我的“蕉绿”！,2,
2024-12-24 16:34:11,7,well😘,https://tieba.baidu.com/home/main?un=jingwei081077,https://himg.bdimg.com/sys/portrait/item/tb.1.f9587d4f.zholDzm4rGqq_t8n6OdliA?t=1534387286,,"抗抑方法：别太把别人的话当回事，我们过多的关注了负面信息，其实因祸得福的事还不少。
领导今天侧面又批评了我，瞬间我内心垮塌，但深呼吸调整好节奏后，暗示这并不是判死刑，你没那么糟糕，知道自己想要什么，自己能做到什么，其实很重要。",1,
2024-12-26 15:26:38,8,well😘,https://tieba.baidu.com/home/main?un=jingwei081077,https://himg.bdimg.com/sys/portrait/item/tb.1.f9587d4f.zholDzm4rGqq_t8n6OdliA?t=1534387286,,"如果手不出汗多好，那我得多快乐，至少减轻了一半的痛苦吧，各种病缠绕你的时候就是你最脆弱不堪的一刻。
而本身在这样的工作环境中，肩负的更多更重，也更加煎熬。",4,
2024-12-26 15:38:48,9,well😘,https://tieba.baidu.com/home/main?un=jingwei081077,https://himg.bdimg.com/sys/portrait/item/tb.1.f9587d4f.zholDzm4rGqq_t8n6OdliA?t=1534387286,,有必要介绍一下我的生病履历，简称“病例”。从记事起，我就三天两头生病，感冒发烧都成家常便饭了，一直上了高中吃了里面的螺旋藻才提高了免疫力，好了很多。大学后学习压力小了感觉更好了，但是我上大学之后开始得胃病，因为我高中的时候食量特别大。加之我抑郁后就贪食，会吃很多很多，撑饱了自己，也缓解个焦虑。上班后，一个人跑到北京，长期饥饱不均，饮食不注意，胃病丝毫没有好转的迹象。再后来，因为事务所工作压力过大，晚上又熬夜工作，把我的眼睛累出了干眼症，我记得当时一个中医跟我说这个病是治不好的，只能缓解，我当时听后特别沮丧。没等到这个病有所好转，膝盖又受了一个外伤，导致半月板损伤，产生积液，调养了一年的时间，后期到康复用了两年多的时间。膝盖还没好之前，髋关节又出了问题，从难受发病到最后查出来没有明显的问题，折腾了好几个月的时间。最近这一年手得了腱鞘炎，做这个工作累的，纯工伤，但也是自己身体底子不好导致的容易出现各种情况。我开始佩戴各种护腕护手指的套子，但是效果一般，最近两个多月的调养，渐渐好转了。没成想因为工作强度压力的突然增大，我得颈椎出现了问题，这不就来了医院。好在有惊无险，算是无大碍。,0,
2024-12-29 19:44:35,10,well😘,https://tieba.baidu.com/home/main?un=jingwei081077,https://himg.bdimg.com/sys/portrait/item/tb.1.f9587d4f.zholDzm4rGqq_t8n6OdliA?t=1534387286,,"我很想写点什么，去帮助那些也和曾经的我一样的人，也许我是太善良的本性使然吧。
但是我知道自己依然还在治愈的路上，有时也难免会出现各种问题，就像我现在准备结婚的状态，有时还是会悲观的看到我和阿饼容易存在问题的点，然后有点失落，不知道进入坟墓的生活会不会让自己不开心。面对未来，我只能选择降低期待，尽量放松，能自己做的事情不要让别人试图明白，还是自己动手的比较好。
有的时候能隐隐感觉到自己内心的抵触，是对别人让自己不满意的抵触，也是自己存在问题的点，我不能很好的去包容，容易急躁，这也是需要改善的点。即使男友一时没反应过来，很多事情想不到，情商有时不在线，我也能很好的接受，这需要我的修行，也需要锻炼心里的承受和韧性。
因为见父母需要买些东西，我想着和他沟通下需要买点什么符合他父母的预期，但他说什么都大大咧咧的，也许是沟通不充分，也许是他碎片化的语言让我感到对这件事的不重视，我还是感到不舒服，似乎我重视的事情，别人也一定要认同和重视，这好像对于阿饼来说不太容易。为了让我开心点，他也做了努力，接纳如此重要，加油吧。",0,
2024-12-29 22:16:31,11,well😘,https://tieba.baidu.com/home/main?un=jingwei081077,https://himg.bdimg.com/sys/portrait/item/tb.1.f9587d4f.zholDzm4rGqq_t8n6OdliA?t=1534387286,,抗抑减焦方法：睡觉有时候对于emo和蕉绿的朋友并不配合，但我们还是要尽量睡觉，按时点，毕竟这是能让你🈶能量面对明天最不费力的方法。千万记得睡觉！,0,
2024-12-29 22:17:44,12,well😘,https://tieba.baidu.com/home/main?un=jingwei081077,https://himg.bdimg.com/sys/portrait/item/tb.1.f9587d4f.zholDzm4rGqq_t8n6OdliA?t=1534387286,,"哦，对了，怎么睡的着？
身体扫描和数呼吸这个方法可以试试看！",0,
2024-12-30 19:49:59,13,well😘,https://tieba.baidu.com/home/main?un=jingwei081077,https://himg.bdimg.com/sys/portrait/item/tb.1.f9587d4f.zholDzm4rGqq_t8n6OdliA?t=1534387286,,今儿ZXY在工作上对我又有一些建议了，报告纪要少口语，多简练；用好转折词，使行文流畅。今儿会议纪要改的次数有点多，但没有气馁，不要动不动就抵触，痛苦总是让人成长的，对不？,0,
2024-12-31 18:57:01,14,well😘,https://tieba.baidu.com/home/main?un=jingwei081077,https://himg.bdimg.com/sys/portrait/item/tb.1.f9587d4f.zholDzm4rGqq_t8n6OdliA?t=1534387286,,"阿饼说话确实让我感觉到他没有顾及到我的感受，大条有很多种，但说话总是缺东少西的也就他做到极致了，我想说他是猪脑子，不会说话也不会办事，在我看来都是猪脑子。
气死我了，我很少这样生气，我也不知道自己为什么对节日仪式和沟通情感看得那么重，是不是和小时候的经历有关呢？还是我渴望从节日的喜悦中获得一些希冀和能量？还是我缺乏爱才让试图制造一些喜悦来愉悦自己呢？",0,
2024-12-31 21:50:29,15,贴吧用户_a3RKJMN,https://tieba.baidu.com/home/main?un=%E4%B8%8D%E5%8F%AF%E6%9D%8E%E5%96%BB_,https://himg.bdimg.com/sys/portrait/item/tb.1.1adf01ba.oGTMUukz_8pfi6uqOfaHrA?t=1734886588,,抑郁症好了？,2,
